削除フラグ,【基本】Bカート商品ID,【基本】商品名,【基本】商品管理番号,【基本】キャッチコピー,【基本】メインカテゴリID,【基本】サブカテゴリID,【基本】特集ID（1）,【基本】特集ID（2）,【基本】特集ID（3）,【基本】生産地,【基本】サイズ,【基本】素材,【基本】注意事項,【基本】商品特徴,【基本】カスタム項目1,【基本】カスタム項目2,【基本】カスタム項目3,【基本】カスタム項目4,【基本】カスタム項目5,【基本】カスタム項目6,【基本】カスタム項目7,【基本】説明,【基本】meta_title,【基本】meta_keywords,【基本】meta_description,【基本】画像,【基本】商品グループID,【基本】状態,【基本】商品非表示グループ,【基本】商品非表示の例外(顧客ID),【基本】販売開始日時,【基本】販売終了日時,【基本】更新日時,【基本】レスポンシブ上部フリースペース,【基本】レスポンシブ中部フリースペース,【基本】レスポンシブ下部フリースペース,【基本】ダウンロードファイルパス（zipなど）,【基本】レコメンド,【基本】商品一覧表示パターン,【基本】表示順,【セット】BカートセットID,【セット】セット名,【セット】品番,【セット】JANコード,【セット】ロケーション,【セット】上代タイプ,【セット】上代,【セット】配送グループ,【セット】配送サイズ,【セット】カスタム項目1,【セット】カスタム項目2,【セット】カスタム項目3,【セット】商品オプションID,【セット】説明,【セット】単価,【セット】特別価格,【セット】入数,【セット】単位,【セット】税区分,【セット】最小注文可能数,【セット】最大注文可能数,【セット】在庫,【セット】在庫制限,【セット】在庫表示パターン,【セット】在庫わずか数,【セット】売上数,【セット】決済制限,【セット】表示順,【セット】商品グループID,【セット】状態,【セット】商品セット非表示グループ,【セット】商品セット非表示の例外(顧客ID),【セット】更新日時,【セット】グループ価格1,【セット】グループ価格2,【セット】グループ価格3,【セット】グループ価格4,【セット】グループ価格5,【セット】グループ価格6,【セット】グループ価格7,【セット】グループ価格8,【セット】グループ価格9,【セット】グループ価格10,サブ画像1,サブ画像2,サブ画像3,サブ画像4,サブ画像5,サブ画像6,サブ画像キャプション1,サブ画像キャプション2,サブ画像キャプション3,サブ画像キャプション4,サブ画像キャプション5,サブ画像キャプション6
,3355,Takachiyo 59(極) 純米吟醸 華吹雪,,青森県原産の一等米をTakachiyoが醸す,41,,7,,,新潟県,,,,,,,,,,,,"全国のお米を59%精米で、食にも合うようフルーティーさをもって醸される「Takachiyo」。
三月は青森県原産の酒造好適米「華吹雪」で醸されます。
抜群のジューシーさは相変わらず。爽やかな甘さキレを持つ味わいで、旨味は多分に含みつつも、後口の爽快は絶品。苦み、酸味のバランスが心地よく、旨さに対して軽やかに飲めてしまいます。程良い米の甘みを感じながら、余韻はほのかに残る程度。
まさに食中酒向きのお酒です。",,,,https://www.af-1.jp/bottle/12136.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">華吹雪</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">59%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度以上17度未満</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12136.png"">",,,0,0,4398,Takachiyo 59(極) 純米吟醸 華吹雪 1.8L,12136,,,非表示,0,弊社指定の運送会社,3000,,,,,,2600,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2600,2600,2600,2600,,,,,,,,,,,,,Takachiyo 59(極) 純米吟醸 華吹雪,,,,,
,3365,たかちよ 純米 あるひぴんくのくまさんが 赤色にごり,,ある日ぴんくのくまさんに出会ったら落ち着いてゆっくり開栓して下さい！,41,,7,,,新潟県,,,,,,,,,,,,"来年にもまた出会うことが出来るかは分からない、それが「カスタムメイド」シリーズです。
""くまさん""の由来は使用されているお米、熊本県産の「森のくまさん」から来ており、ぴんく色の活性にごり酒。度数は10度と飲みやすく設計されています。
しかしこのくまさん、相当な乱暴者。
いつものように開栓すると確実に！！吹きこぼれます！
まずはくまさんをしっかりと冷蔵庫で冬眠させて、キンキンに冷えた状態で注意深く開栓して下さい。開栓しては閉めて、を繰り返して優しく接してあげて下さい。開栓したあとは嘘みたいに優しい表情を見せるくまさん。舌にピリピリとしたガスがあり、まろやかな味わい。乳酸の柔らかな酸味とにごりが相まってミルキー。恐れずに立ち向かうと美味しいご褒美があります。",,,,https://www.af-1.jp/bottle/12138.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">森のくまさん</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">扁平精米65%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">10度</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12138.png"">",,,0,0,4418,たかちよ 純米 あるひぴんくのくまさんが 赤色にごり 1.8L,12138,,,非表示,0,弊社指定の運送会社,3000,,,,,,3000,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,3000,3000,3000,3000,,,,,,,,,,,,,たかちよ 純米 あるひぴんくのくまさんが 赤色にごり,,,,,
,3365,たかちよ 純米 あるひぴんくのくまさんが 赤色にごり,,ある日ぴんくのくまさんに出会ったら落ち着いてゆっくり開栓して下さい！,41,,7,,,新潟県,,,,,,,,,,,,"来年にもまた出会うことが出来るかは分からない、それが「カスタムメイド」シリーズです。
""くまさん""の由来は使用されているお米、熊本県産の「森のくまさん」から来ており、ぴんく色の活性にごり酒。度数は10度と飲みやすく設計されています。
しかしこのくまさん、相当な乱暴者。
いつものように開栓すると確実に！！吹きこぼれます！
まずはくまさんをしっかりと冷蔵庫で冬眠させて、キンキンに冷えた状態で注意深く開栓して下さい。開栓しては閉めて、を繰り返して優しく接してあげて下さい。開栓したあとは嘘みたいに優しい表情を見せるくまさん。舌にピリピリとしたガスがあり、まろやかな味わい。乳酸の柔らかな酸味とにごりが相まってミルキー。恐れずに立ち向かうと美味しいご褒美があります。",,,,https://www.af-1.jp/bottle/12138.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">森のくまさん</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">扁平精米65%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">10度</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12138.png"">",,,0,0,4419,たかちよ 純米 あるひぴんくのくまさんが 赤色にごり 500ml,12139,,,非表示,0,弊社指定の運送会社,1040,,,,,,1300,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1300,1300,1300,1300,,,,,,,,,,,,,たかちよ 純米 あるひぴんくのくまさんが 赤色にごり,,,,,
,3361,シン・タカチヨ E-TYPE 始 Good to evil,,新型昼飲専用日本酒 シンタカチヨの第一作目！,41,,,,,新潟県,,,,,,,,,,,,"高千代酒造の昼飲み専用低アルコール商品として発売された、話題の『シンタカチヨ』。このシリーズは全商品新潟県魚沼産一本〆、そして今までとは異なる香りを発する酵母を使用。

高千代酒造内の20～30代のメンバーが企画し造り上げたシリーズ。六角形の連なる紫色の近未来的なラベルからは今までと異なる革新的なものを感じさせます。
なによりこの商品、コンセプトは驚きの「昼呑み特化」！昼から軽いおつまみや食前酒のような感じでイケちゃう、カジュアルな日本酒を目指しています。

こちらは「E-TYPE 始」と名前の付く第一作目。開栓時から穏やかに香る果実のような香りを感じ、口に含むと、香りの段階で感じていた果実感が口の中に爽やかにあふれ、
とても軽やかな口当たりで流れ込みます。爽やかな柑橘系の味と柔らかい甘さが口の中にじわじわと広がり、優しい余韻として口の中を漂います。

またアルコール度数も12度と低め。コンセプト通り、お休みの昼下がりから気軽に飲んでしまいそうな新しい味わいと、新しいお楽しみ方をぜひご堪能下さい！",,,,https://www.af-1.jp/bottle/12140.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">一本〆</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">扁平精米65％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12140.png"">",,,0,0,4410,シン・タカチヨ E-TYPE 始 Good to evil 1.8L,12140,,,非表示,0,弊社指定の運送会社,3000,,,,,,3100,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2023/2/19 19:07,3100,3100,3100,3100,,,,,,,,,,,,,シン・タカチヨ E-TYPE 始 Good to evil,,,,,
,6535,シン・タカチヨ V-TYPE 創 INNOCENT,,レモンのような爽快感！ 甘酸っぱさ弾ける低アル酒！,41,,7,,,新潟県,,,,,,,,,,,,"高千代酒造の昼飲み専用低アルコール商品として発売された、話題の『シンタカチヨ』。このシリーズは全商品新潟県魚沼産一本〆、そして今までとは異なる香りを発する酵母を使用。

今回のV-TYPEはおりがらみ。透き通ったボトルに銀色のメタリックなラベル、積もったおりが雪のように美しい一本です。
シリーズの中でも一際ガス感があり、『シンタカチヨ』ならではの果実感のある甘さと酸味が心地よい味わいです。
レモンシロップのかき氷を思わせる、爽快感に溢れる酸味と柔らかな甘み。
すいすい飲んでしまいそうな軽やかさ。
思わずキュンとなるひとときをお届けします。",,,,https://www.af-1.jp/bottle/12141.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">一本〆</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">扁平精米65％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12141.png"">",,,0,0,8622,シン・タカチヨ V-TYPE 創 INNOCENT 1.8L,12141,,,非表示,0,弊社指定の運送会社,3000,,,,,,3100,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2023/2/19 19:09,3100,3100,3100,3100,,,,,,,,,,,,,シン・タカチヨ V-TYPE 創 INNOCENT,,,,,
,3371,たかちよ とこなつむすめ YELLOWﾗﾍﾞﾙ,,常夏風味の芳醇さ！ フルーティーなとこなつむすめ,41,,9,,,新潟県,,,,,,,,,,,,"2021年6月より新商品としてリリースされた「たかちよ とこなつむすめ YELLOWラベル」です。
この「とこなつむすめ」のテーマは「南国のバナナ」。

開栓すると、バナナを思わせる濃醇で甘やかな香りが漂います。
味わいもボリュームがありますが、その中にも爽やかな酸味を感じ、常夏のフルーティさをお楽しみいただけます。
パッショナブルなコクのある旨みが弾ける「とこなつむすめ」！ぜひご堪能下さい。",,,,https://www.af-1.jp/bottle/12142.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">国産米</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">非公開</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米規格/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12142.png"">",,,0,0,4430,たかちよ とこなつむすめ YELLOWﾗﾍﾞﾙ 1.8L,12142,,,非表示,0,弊社指定の運送会社,3000,,,,,,2700,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/20 17:17,2700,2700,2700,2700,,,,,,,,,,,,,たかちよ とこなつむすめ YELLOWﾗﾍﾞﾙ,,,,,
,3371,たかちよ とこなつむすめ YELLOWﾗﾍﾞﾙ,,常夏風味の芳醇さ！ フルーティーなとこなつむすめ,41,,9,,,新潟県,,,,,,,,,,,,"2021年6月より新商品としてリリースされた「たかちよ とこなつむすめ YELLOWラベル」です。
この「とこなつむすめ」のテーマは「南国のバナナ」。

開栓すると、バナナを思わせる濃醇で甘やかな香りが漂います。
味わいもボリュームがありますが、その中にも爽やかな酸味を感じ、常夏のフルーティさをお楽しみいただけます。
パッショナブルなコクのある旨みが弾ける「とこなつむすめ」！ぜひご堪能下さい。",,,,https://www.af-1.jp/bottle/12142.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">国産米</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">非公開</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米規格/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12142.png"">",,,0,0,4431,たかちよ とこなつむすめ YELLOWﾗﾍﾞﾙ 720ml,12143,,,非表示,0,弊社指定の運送会社,1250,,,,,,1350,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/20 17:17,1350,1350,1350,1350,,,,,,,,,,,,,たかちよ とこなつむすめ YELLOWﾗﾍﾞﾙ,,,,,
,3370,たかちよ 無調整生原酒 Kasumi PEACHラベル,,桃の甘みは春のうららかさを運ぶ,41,,7,,,新潟県,,,,,,,,,,,,"「たかちよ」は、果物のような芳醇さをイメージして造られる特約店限定酒です。
今回は、少し早めの春を運ぶ「桃」イメージのうすにごり酒です。
香りは白桃のような優しいニュアンスの香り、甘いファーストタッチからゆるやかに旨みが撹拌していきます。気取らず、飲むシーンを問わずカジュアルに楽しめます。2日目、3日目と経過すると良い甘みが増します。
余計なことは考えず、ただただお酒を楽しむ、そんな清々しい気にさせてくれる優しいお酒です。",,,,https://www.af-1.jp/bottle/12175.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">非公開</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">純米規格</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12175.png"">",,,0,0,4428,たかちよ 無調整生原酒 Kasumi PEACHラベル 1.8L,12175,,,非表示,0,弊社指定の運送会社,3000,,,,,,2900,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/20 17:21,2900,2900,2900,2900,,,,,,,,,,,,,たかちよ 無調整生原酒 Kasumi PEACHラベル,,,,,
,3370,たかちよ 無調整生原酒 Kasumi PEACHラベル,,桃の甘みは春のうららかさを運ぶ,41,,7,,,新潟県,,,,,,,,,,,,"「たかちよ」は、果物のような芳醇さをイメージして造られる特約店限定酒です。
今回は、少し早めの春を運ぶ「桃」イメージのうすにごり酒です。
香りは白桃のような優しいニュアンスの香り、甘いファーストタッチからゆるやかに旨みが撹拌していきます。気取らず、飲むシーンを問わずカジュアルに楽しめます。2日目、3日目と経過すると良い甘みが増します。
余計なことは考えず、ただただお酒を楽しむ、そんな清々しい気にさせてくれる優しいお酒です。",,,,https://www.af-1.jp/bottle/12175.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">非公開</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">純米規格</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12175.png"">",,,0,0,4429,たかちよ 無調整生原酒 Kasumi PEACHラベル 720ml,12176,,,非表示,0,弊社指定の運送会社,1250,,,,,,1450,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/20 17:21,1450,1450,1450,1450,,,,,,,,,,,,,たかちよ 無調整生原酒 Kasumi PEACHラベル,,,,,
,3372,たかちよ 豊醇無盡 純米 氷点貯蔵 ＳＫＹおりがらみ 本生,,春から初夏に向けて楽しむ爽快たかちよ「SKY」,41,,9,,,新潟県,,,,,,,,,,,,"春から初夏にかけて楽しんで頂きたいと、澄んだ空がイメージされた「たかちよSKY」。人気の高い限定酒です。
爽やかでキレの良い後口は初夏の少し汗ばむ季節に飲むサイダーやラムネのよう。""濃醇旨口""という言葉がしっくり来る、濃い旨みがあります。おりがらみではありますが、特有のどしっと来る重たい感じは一切なく、その甘旨味も相まってするすると楽しめます。
またこのお酒の凄いところは脇を固める爽快な酸味。この酸によって濃厚な旨みはだらけることなく、きちっと収束。濃醇なお酒ながらもこの後口のキレの良さはさすがですね。
人気が高い訳も頷けます。",,,,https://www.af-1.jp/bottle/12234.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">非公開</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">純米規格</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12234.png"">",,,0,0,4432,たかちよ 豊醇無盡 純米 氷点貯蔵 ＳＫＹおりがらみ 本生 1.8L,12234,,,非表示,0,弊社指定の運送会社,3000,,,,,,2900,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/20 17:35,2900,2900,2900,2900,,,,,,,,,,,,,たかちよ 豊醇無盡 純米 氷点貯蔵 ＳＫＹおりがらみ 本生,,,,,
,3372,たかちよ 豊醇無盡 純米 氷点貯蔵 ＳＫＹおりがらみ 本生,,春から初夏に向けて楽しむ爽快たかちよ「SKY」,41,,9,,,新潟県,,,,,,,,,,,,"春から初夏にかけて楽しんで頂きたいと、澄んだ空がイメージされた「たかちよSKY」。人気の高い限定酒です。
爽やかでキレの良い後口は初夏の少し汗ばむ季節に飲むサイダーやラムネのよう。""濃醇旨口""という言葉がしっくり来る、濃い旨みがあります。おりがらみではありますが、特有のどしっと来る重たい感じは一切なく、その甘旨味も相まってするすると楽しめます。
またこのお酒の凄いところは脇を固める爽快な酸味。この酸によって濃厚な旨みはだらけることなく、きちっと収束。濃醇なお酒ながらもこの後口のキレの良さはさすがですね。
人気が高い訳も頷けます。",,,,https://www.af-1.jp/bottle/12234.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">非公開</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">純米規格</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12234.png"">",,,0,0,4433,たかちよ 豊醇無盡 純米 氷点貯蔵 ＳＫＹおりがらみ 本生 720ml,12235,,,非表示,0,弊社指定の運送会社,1250,,,,,,1450,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/20 17:35,1450,1450,1450,1450,,,,,,,,,,,,,たかちよ 豊醇無盡 純米 氷点貯蔵 ＳＫＹおりがらみ 本生,,,,,
,3356,Takachiyo 59(極) 純米吟醸 森のくまさん,,"ある日「森のくまさん」に
出会ったら飲むしかない！",41,,,,,新潟県,,,,,,,,,,,,"全国のお米を59%精米で、食にも合うようフルーティーさをもって醸される「Takachiyo」。
「森のくまさん」って、コンセプトは何？といった声が聞こえてきそうですが、実はれっきとした熊本県産のお米。そしてその米自身の評価も非常に高いです。
ラベルの白字でファンの方からは""しろくま""などと親しまれています。
「森のくまさん」の中でも特別栽培米という農林水産省が定めた、農薬や化学肥料の使用を減らし、自然の恵みを生かしたお米のみを使用。これらのお米は非常に高価ですが、変わらない価格で飲むことが出来るのは嬉しいですね。名前の通り柔らかい米の旨みがあります。優しい甘みは""59""シリーズでも随一ではないでしょうか。",,,,https://www.af-1.jp/bottle/12237.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">森のくまさん</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">59%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度以上17度未満</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12237.png"">",,,0,0,4400,Takachiyo 59(極) 純米吟醸 森のくまさん 1.8L,12237,,,非表示,0,弊社指定の運送会社,3000,,,,,,2800,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2800,2800,2800,2800,,,,,,,,,,,,,Takachiyo 59(極) 純米吟醸 森のくまさん,,,,,
,3356,Takachiyo 59(極) 純米吟醸 森のくまさん,,"ある日「森のくまさん」に
出会ったら飲むしかない！",41,,,,,新潟県,,,,,,,,,,,,"全国のお米を59%精米で、食にも合うようフルーティーさをもって醸される「Takachiyo」。
「森のくまさん」って、コンセプトは何？といった声が聞こえてきそうですが、実はれっきとした熊本県産のお米。そしてその米自身の評価も非常に高いです。
ラベルの白字でファンの方からは""しろくま""などと親しまれています。
「森のくまさん」の中でも特別栽培米という農林水産省が定めた、農薬や化学肥料の使用を減らし、自然の恵みを生かしたお米のみを使用。これらのお米は非常に高価ですが、変わらない価格で飲むことが出来るのは嬉しいですね。名前の通り柔らかい米の旨みがあります。優しい甘みは""59""シリーズでも随一ではないでしょうか。",,,,https://www.af-1.jp/bottle/12237.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">森のくまさん</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">59%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度以上17度未満</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12237.png"">",,,0,0,4401,Takachiyo 59(極) 純米吟醸 森のくまさん 500ml,12238,,,非表示,0,弊社指定の運送会社,1040,,,,,,1400,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1400,1400,1400,1400,,,,,,,,,,,,,Takachiyo 59(極) 純米吟醸 森のくまさん,,,,,
,3349,Takachiyo 59 純米大吟醸 山田錦 ブラック,,最高峰の酒米は、最高峰のTakachiyoでお出迎え。,41,,,,,新潟県,,,,,,,,,,,,"国のお米を59%精米で、食にも合うようフルーティーさをもって醸される「Takachiyo」。
今回は""Extra Edition""、つまり「番外編」となります。
通常は59%精米で醸される59シリーズですが、番外編では38%精米。つまり、純米大吟醸規格を名乗ることが出来る精米歩合50%を大きく上回る精米歩合となります。「酒米の王様」山田錦にふさわしい番外編といえるかもしれません。
香りは芳醇、メロン、パイナップルのような熟した果実香に加え、リンゴのようなさっぱりとした風味も感じられます。その立香の香りそのままに、含むと濃密な旨みが広がります。果実様の旨みに蜜のような甘さも内包しています。後味は至ってスッキリ。濃厚な旨さが嘘のように後を引きません。
高精米の山田錦だけあって、透明感のある味わい。どんな方にでもウマイと思って頂ける、それほどバランス感に優れたお酒となっています。",,,,https://www.af-1.jp/bottle/12242.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">38%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米大吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度以上17度未満</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12242.png"">",,,0,0,4386,Takachiyo 59 純米大吟醸 山田錦 ブラック 1.8L,12242,,,非表示,0,弊社指定の運送会社,3000,,,,,,6300,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/20 17:37,6300,6300,6300,6300,,,,,,,,,,,,,Takachiyo 59 純米大吟醸 山田錦 ブラック,,,,,
,3349,Takachiyo 59 純米大吟醸 山田錦 ブラック,,最高峰の酒米は、最高峰のTakachiyoでお出迎え。,41,,,,,新潟県,,,,,,,,,,,,"国のお米を59%精米で、食にも合うようフルーティーさをもって醸される「Takachiyo」。
今回は""Extra Edition""、つまり「番外編」となります。
通常は59%精米で醸される59シリーズですが、番外編では38%精米。つまり、純米大吟醸規格を名乗ることが出来る精米歩合50%を大きく上回る精米歩合となります。「酒米の王様」山田錦にふさわしい番外編といえるかもしれません。
香りは芳醇、メロン、パイナップルのような熟した果実香に加え、リンゴのようなさっぱりとした風味も感じられます。その立香の香りそのままに、含むと濃密な旨みが広がります。果実様の旨みに蜜のような甘さも内包しています。後味は至ってスッキリ。濃厚な旨さが嘘のように後を引きません。
高精米の山田錦だけあって、透明感のある味わい。どんな方にでもウマイと思って頂ける、それほどバランス感に優れたお酒となっています。",,,,https://www.af-1.jp/bottle/12242.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">山田錦</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">38%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米大吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度以上17度未満</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12242.png"">",,,0,0,4387,Takachiyo 59 純米大吟醸 山田錦 ブラック 500ml,12243,,,非表示,0,弊社指定の運送会社,1040,,,,,,2500,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/20 17:37,2500,2500,2500,2500,,,,,,,,,,,,,Takachiyo 59 純米大吟醸 山田錦 ブラック,,,,,
,3375,たかちよ 純米大吟醸 Summer Blue 生酒,,旨みがたっぷりと詰まった夏の限定酒,41,,9,,,新潟県,,,,,,,,,,,,"特定の果実をイメージして醸されるひらがな「たかちよ」夏の生酒です。
このボトルでは""熟したパイナップル""をイメージしています。ポップで大胆で甘旨味があります。そのジューシーさはシリーズの中でもトップクラス！
純米大吟醸という高精米のスペックが、濃厚ながらもサラリとした口当たりを演出し、ただの甘濃いお酒としていないところがこのお酒のスゴイところ。余韻をほのかに残し、そのままゆるやかに収束していきます。
この夏酒、オススメです。",,,,https://www.af-1.jp/bottle/12250.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">非公開</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">48%</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米大吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
  </table>","<img src=""https://www.af-1.jp/img/aji_12250.png"">",,,0,0,4438,たかちよ 純米大吟醸 Summer Blue 生酒 1.8L,12250,,,非表示,0,弊社指定の運送会社,3000,,,,,,3200,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/20 17:36,3200,3200,3200,3200,,,,,,,,,,,,,たかちよ 純米大吟醸 Summer Blue 生酒,,,,,
